Unnamed: 0	id	aspect_words	keywords	calculated_alga	aspect_id	keyword_id	aspects
40	1	nhân_viên	đồ	5.675257323472035	6	40	customer_service
41	1	nhân_viên	không	5.675257323472035	6	41	customer_service
42	1	không	nhân_viên	0.8384440361997836	7	42	unknown
43	1	không	đồ	0.8384440361997836	7	43	unknown
44	1	không	không	0.8384440361997836	7	44	unknown
45	1	không	chào_hỏi	0.8384440361997836	7	45	unknown
46	1	không	trơn	0.8384440361997836	7	46	unknown
47	2	phòng_khám	giới_thiệu	0.0	8	47	healthcare
48	2	phòng_khám	khám	0.0	8	48	healthcare
49	2	phòng_khám	phòng_khám	0.0	8	49	healthcare
50	2	phòng_khám	làm_liệu	0.0	8	50	healthcare
51	2	phòng_khám	trình_phá	0.0	8	51	healthcare
52	2	nhân_viên	nốt_ruồi	0.0	9	52	customer_service
53	2	nhân_viên	trị_sẹo	0.0	9	53	customer_service
54	2	nhân_viên	nhân_viên	0.0	9	54	customer_service
55	2	nhân_viên	thu	0.0	9	55	customer_service
56	2	nhân_viên	đ	0.0	9	56	customer_service
57	2	nhân_viên	mong_muốn	0.0	9	57	customer_service
58	2	nhân_viên	đi	0.0	9	58	customer_service
59	2	nhân_viên	nhân_viên	0.0	9	59	customer_service
60	2	nhân_viên	tư_vấn	0.0	9	60	customer_service
61	2	nhân_viên	bác_sĩ	0.0	9	61	customer_service
62	2	chi_phí	đ	1.7266016393017778	10	62	pricing
63	2	chi_phí	bảo	1.7266016393017778	10	63	pricing
64	2	chi_phí	chi_phí	1.7266016393017778	10	64	pricing
65	2	chi_phí	khám	1.7266016393017778	10	65	pricing
66	2	chi_phí	ban_đầu	1.7266016393017778	10	66	pricing
67	2	chi_phí	vô	1.7266016393017778	10	67	pricing
68	2	chi_phí	sẹo	1.7266016393017778	10	68	pricing
69	2	chi_phí	chi_phí	1.7266016393017778	10	69	pricing
70	2	chi_phí	tiêm	1.7266016393017778	10	70	pricing
71	2	chi_phí	thuốc	1.7266016393017778	10	71	pricing
72	2	chi_phí	mềm_sẹo	1.7266016393017778	10	72	pricing
73	2	chi_phí	tr	1.7266016393017778	10	73	pricing
74	2	chi_phí	chi_phí	1.7266016393017778	10	74	pricing
75	2	chi_phí	co	1.7266016393017778	10	75	pricing
76	2	chi_phí	da	1.7266016393017778	10	76	pricing
77	2	chi_phí	da_liễu	1.7266016393017778	10	77	pricing
78	2	chi_phí	khám	1.7266016393017778	10	78	pricing
79	2	chi_phí	chi_phí	1.7266016393017778	10	79	pricing
80	2	chi_phí	tiêm	1.7266016393017778	10	80	pricing
81	2	chi_phí	k	1.7266016393017778	10	81	pricing
82	2	da	hình	1.1906527380027745	11	82	beauty_treatment
83	2	da	soi	1.1906527380027745	11	83	beauty_treatment
84	2	da	da	1.1906527380027745	11	84	beauty_treatment
85	2	da	chụp	1.1906527380027745	11	85	beauty_treatment
86	2	da	máy_ảnh	1.1906527380027745	11	86	beauty_treatment
87	2	da	bảo	1.1906527380027745	11	87	beauty_treatment
88	2	da	soi	1.1906527380027745	11	88	beauty_treatment
89	2	da	da	1.1906527380027745	11	89	beauty_treatment
90	2	da	lưu_ý	1.1906527380027745	11	90	beauty_treatment
91	2	da	chụp	1.1906527380027745	11	91	beauty_treatment
92	2	da	chi_phí	1.1906527380027745	11	92	beauty_treatment
93	2	da	co	1.1906527380027745	11	93	beauty_treatment
94	2	da	da	1.1906527380027745	11	94	beauty_treatment
95	2	da	tr	1.1906527380027745	11	95	beauty_treatment
96	2	da	đc	1.1906527380027745	11	96	beauty_treatment
97	2	da	chụp	1.1906527380027745	11	97	beauty_treatment
98	2	da	soi	1.1906527380027745	11	98	beauty_treatment
99	2	da	da	1.1906527380027745	11	99	beauty_treatment
100	2	da	tư_vấn	1.1906527380027745	11	100	beauty_treatment
101	2	da	chăm_sóc	1.1906527380027745	11	101	beauty_treatment
102	2	máy	theo_dõi	0.0	12	102	unknown
103	2	máy	chụp	0.0	12	103	unknown
104	2	máy	máy	0.0	12	104	unknown
105	2	máy	đấy	0.0	12	105	unknown
106	2	máy	gương_mặt	0.0	12	106	unknown
107	2	mặt	lưu_ý	0.0	13	107	unknown
108	2	mặt	chụp	0.0	13	108	unknown
109	2	mặt	mặt	0.0	13	109	unknown
110	2	mặt	vết	0.0	13	110	unknown
111	2	mặt	sẹo	0.0	13	111	unknown
112	2	sẹo	mặt	2.755842479195027	14	112	beauty_treatment
113	2	sẹo	vết	2.755842479195027	14	113	beauty_treatment
114	2	sẹo	sẹo	2.755842479195027	14	114	beauty_treatment
115	2	sẹo	cổ	2.755842479195027	14	115	beauty_treatment
116	2	sẹo	ko	2.755842479195027	14	116	beauty_treatment
117	2	sẹo	ruồi	2.755842479195027	14	117	beauty_treatment
118	2	sẹo	vô	2.755842479195027	14	118	beauty_treatment
119	2	sẹo	sẹo	2.755842479195027	14	119	beauty_treatment
120	2	sẹo	chi_phí	2.755842479195027	14	120	beauty_treatment
121	2	sẹo	tiêm	2.755842479195027	14	121	beauty_treatment
122	2	ko	sẹo	1.5651897411922526	15	122	unknown
123	2	ko	cổ	1.5651897411922526	15	123	unknown
124	2	ko	ko	1.5651897411922526	15	124	unknown
125	2	ko	nhắc	1.5651897411922526	15	125	unknown
126	2	ko	lầu	1.5651897411922526	15	126	unknown
127	2	bác_sĩ	lầu	3.868439196548639	16	127	healthcare
128	2	bác_sĩ	chờ	3.868439196548639	16	128	healthcare
129	2	bác_sĩ	bác_sĩ	3.868439196548639	16	129	healthcare
130	2	bác_sĩ	thăm_khám	3.868439196548639	16	130	healthcare
131	2	bác_sĩ	bác_sĩ	3.868439196548639	16	131	healthcare
132	2	bác_sĩ	bác_sĩ	3.868439196548639	16	132	healthcare
133	2	bác_sĩ	thăm_khám	3.868439196548639	16	133	healthcare
134	2	bác_sĩ	bác_sĩ	3.868439196548639	16	134	healthcare
135	2	bác_sĩ	bảo	3.868439196548639	16	135	healthcare
136	2	bác_sĩ	câu	3.868439196548639	16	136	healthcare
137	2	bác_sĩ	nhân_viên	3.868439196548639	16	137	healthcare
138	2	bác_sĩ	tư_vấn	3.868439196548639	16	138	healthcare
139	2	bác_sĩ	bác_sĩ	3.868439196548639	16	139	healthcare
140	2	bác_sĩ	không	3.868439196548639	16	140	healthcare
141	2	bác_sĩ	nội_dung	3.868439196548639	16	141	healthcare
142	2	thuốc	chi_phí	1.1906527380027745	17	142	healthcare
143	2	thuốc	tiêm	1.1906527380027745	17	143	healthcare
144	2	thuốc	thuốc	1.1906527380027745	17	144	healthcare
145	2	thuốc	mềm_sẹo	1.1906527380027745	17	145	healthcare
146	2	thuốc	tr	1.1906527380027745	17	146	healthcare
147	2	kết_quả	tr	0.0	18	147	product_and_quality
148	2	kết_quả	đc	0.0	18	148	product_and_quality
149	2	kết_quả	kết_quả	0.0	18	149	product_and_quality
150	2	kết_quả	mong_muốn	0.0	18	150	product_and_quality
151	2	kết_quả	đi	0.0	18	151	product_and_quality
152	2	tư_vấn	đi	0.8384440361997836	19	152	customer_service
153	2	tư_vấn	nhân_viên	0.8384440361997836	19	153	customer_service
154	2	tư_vấn	tư_vấn	0.8384440361997836	19	154	customer_service
155	2	tư_vấn	bác_sĩ	0.8384440361997836	19	155	customer_service
156	2	tư_vấn	không	0.8384440361997836	19	156	customer_service
157	2	tư_vấn	soi	0.8384440361997836	19	157	customer_service
158	2	tư_vấn	da	0.8384440361997836	19	158	customer_service
159	2	tư_vấn	tư_vấn	0.8384440361997836	19	159	customer_service
160	2	tư_vấn	chăm_sóc	0.8384440361997836	19	160	customer_service
161	2	tư_vấn	chỗ	0.8384440361997836	19	161	customer_service
162	2	không	tư_vấn	0.8384440361997836	20	162	unknown
163	2	không	bác_sĩ	0.8384440361997836	20	163	unknown
164	2	không	không	0.8384440361997836	20	164	unknown
165	2	không	nội_dung	0.8384440361997836	20	165	unknown
166	2	không	chụp	0.8384440361997836	20	166	unknown
167	2	chỗ	tư_vấn	-3.03600931270932	21	167	unknown
168	2	chỗ	chăm_sóc	-3.03600931270932	21	168	unknown
169	2	chỗ	chỗ	-3.03600931270932	21	169	unknown
170	2	chỗ	phí	-3.03600931270932	21	170	unknown
171	2	chỗ	k	-3.03600931270932	21	171	unknown
172	2	bệnh_viện	k	-3.03600931270932	22	172	healthcare
173	2	bệnh_viện	khuyên	-3.03600931270932	22	173	healthcare
174	2	bệnh_viện	bệnh_viện	-3.03600931270932	22	174	healthcare
175	2	bệnh_viện	da_liễu	-3.03600931270932	22	175	healthcare
176	2	bệnh_viện	khám	-3.03600931270932	22	176	healthcare
177	3	giá	ban_đầu	-0.7957505948619712	23	177	pricing
178	3	giá	uy_tín	-0.7957505948619712	23	178	pricing
179	3	giá	giá	-0.7957505948619712	23	179	pricing
180	3	giá	đắt	-0.7957505948619712	23	180	pricing
181	3	giá	làm_trò	-0.7957505948619712	23	181	pricing
182	4	bác_sĩ	bác_sĩ	-0.0715061971307955	24	182	healthcare
183	4	bác_sĩ	tư_vấn	-0.0715061971307955	24	183	healthcare
184	4	bác_sĩ	tiền	-0.0715061971307955	24	184	healthcare
185	4	tư_vấn	bác_sĩ	-3.5115743424140704	25	185	customer_service
186	4	tư_vấn	tư_vấn	-3.5115743424140704	25	186	customer_service
187	4	tư_vấn	tiền	-3.5115743424140704	25	187	customer_service
188	4	tư_vấn	chán	-3.5115743424140704	25	188	customer_service
189	5	nhân_viên	nhân_viên	-2.642998743008947	26	189	customer_service
190	5	nhân_viên	ma_nhập	-2.642998743008947	26	190	customer_service
191	5	nhân_viên	quên	-2.642998743008947	26	191	customer_service
192	6	mặt	xong	-3.1653504868847087	27	192	unknown
193	6	mặt	không_thấy_đỡ	-3.1653504868847087	27	193	unknown
194	6	mặt	mặt	-3.1653504868847087	27	194	unknown
195	6	mặt	xấu	-3.1653504868847087	27	195	unknown
196	7	bác_sĩ	đầu	-0.692634854635477	28	196	healthcare
197	7	bác_sĩ	dến	-0.692634854635477	28	197	healthcare
198	7	bác_sĩ	bác_sĩ	-0.692634854635477	28	198	healthcare
199	7	bác_sĩ	da	-0.692634854635477	28	199	healthcare
200	7	bác_sĩ	bác_sĩ	-0.692634854635477	28	200	healthcare
201	7	bác_sĩ	bác_sĩ	-0.692634854635477	28	201	healthcare
202	7	bác_sĩ	da	-0.692634854635477	28	202	healthcare
203	7	bác_sĩ	bác_sĩ	-0.692634854635477	28	203	healthcare
204	7	bác_sĩ	xấu	-0.692634854635477	28	204	healthcare
205	7	bác_sĩ	da	-0.692634854635477	28	205	healthcare
206	7	da	dến	-3.651498172991401	29	206	beauty_treatment
207	7	da	bác_sĩ	-3.651498172991401	29	207	beauty_treatment
208	7	da	da	-3.651498172991401	29	208	beauty_treatment
209	7	da	bác_sĩ	-3.651498172991401	29	209	beauty_treatment
210	7	da	xấu	-3.651498172991401	29	210	beauty_treatment
211	7	da	bác_sĩ	-3.651498172991401	29	211	beauty_treatment
212	7	da	xấu	-3.651498172991401	29	212	beauty_treatment
213	7	da	da	-3.651498172991401	29	213	beauty_treatment
214	7	da	khó_mà_tin_tưởng	-3.651498172991401	29	214	beauty_treatment
215	8	lịch	lịch	0.0	30	215	unknown
216	8	lịch	h	0.0	30	216	unknown
217	8	lịch	h	0.0	30	217	unknown
218	8	nhân_viên	chiều	0.0	31	218	customer_service
219	8	nhân_viên	vô_chả	0.0	31	219	customer_service
220	8	nhân_viên	nhân_viên	0.0	31	220	customer_service
221	8	nhân_viên	quên_mình	0.0	31	221	customer_service
222	9	bác_sĩ	bác_sĩ	-3.7555376628686257	32	222	healthcare
223	9	bác_sĩ	tư_vấn	-3.7555376628686257	32	223	healthcare
224	9	bác_sĩ	liệu	-3.7555376628686257	32	224	healthcare
225	9	bác_sĩ	chữa	-3.7555376628686257	32	225	healthcare
226	9	bác_sĩ	để_ý	-3.7555376628686257	32	226	healthcare
227	9	bác_sĩ	bác_sĩ	-3.7555376628686257	32	227	healthcare
228	9	bác_sĩ	dấu_hiệu	-3.7555376628686257	32	228	healthcare
229	9	bác_sĩ	cố_tình	-3.7555376628686257	32	229	healthcare
230	9	tư_vấn	bác_sĩ	0.0	33	230	customer_service
231	9	tư_vấn	tư_vấn	0.0	33	231	customer_service
232	9	tư_vấn	liệu	0.0	33	232	customer_service
233	9	tư_vấn	trình	0.0	33	233	customer_service
234	9	chữa	trình	0.0	34	234	unknown
235	9	chữa	cố_gắng	0.0	34	235	unknown
236	9	chữa	chữa	0.0	34	236	unknown
237	9	chữa	để_ý	0.0	34	237	unknown
238	9	chữa	bác_sĩ	0.0	34	238	unknown
239	9	liệu_trình	dấu_hiệu	-3.7555376628686257	35	239	beauty_treatment
240	9	liệu_trình	cố_tình	-3.7555376628686257	35	240	beauty_treatment
241	9	liệu_trình	liệu_trình	-3.7555376628686257	35	241	beauty_treatment
242	9	liệu_trình	bổ_sung	-3.7555376628686257	35	242	beauty_treatment
243	9	liệu_trình	đánh_lừa	-3.7555376628686257	35	243	beauty_treatment
244	9	kiến_thức	thời	0.0	36	244	unknown
245	9	kiến_thức	khuyên	0.0	36	245	unknown
246	9	kiến_thức	kiến_thức	0.0	36	246	unknown
247	9	kiến_thức	tham_khảo	0.0	36	247	unknown
248	9	kiến_thức	dịch_vụ	0.0	36	248	unknown
249	9	dịch_vụ	kiến_thức	3.110461161815723	37	249	customer_service
250	9	dịch_vụ	tham_khảo	3.110461161815723	37	250	customer_service
251	9	dịch_vụ	dịch_vụ	3.110461161815723	37	251	customer_service
252	9	dịch_vụ	ổn	3.110461161815723	37	252	customer_service
253	9	dịch_vụ	kinh_doanh	3.110461161815723	37	253	customer_service
254	10	dịch_vụ	dịch_vụ	0.0	38	254	customer_service
255	10	dịch_vụ	đấy	0.0	38	255	customer_service
256	10	dịch_vụ	liệu_trình	0.0	38	256	customer_service
257	10	liệu_trình	dịch_vụ	0.8384440361997836	39	257	beauty_treatment
258	10	liệu_trình	đấy	0.8384440361997836	39	258	beauty_treatment
259	10	liệu_trình	liệu_trình	0.8384440361997836	39	259	beauty_treatment
260	10	liệu_trình	không	0.8384440361997836	39	260	beauty_treatment
261	10	liệu_trình	rõ_ràng	0.8384440361997836	39	261	beauty_treatment
262	10	không	đấy	6.534355276351008	40	262	unknown
263	10	không	liệu_trình	6.534355276351008	40	263	unknown
264	10	không	không	6.534355276351008	40	264	unknown
265	10	không	rõ_ràng	6.534355276351008	40	265	unknown
266	10	không	lạm_dụng	6.534355276351008	40	266	unknown
267	10	không	lạm_dụng	6.534355276351008	40	267	unknown
268	10	không	công_nghệ	6.534355276351008	40	268	unknown
269	10	không	không	6.534355276351008	40	269	unknown
270	10	không	da	6.534355276351008	40	270	unknown
271	10	không	đẹp	6.534355276351008	40	271	unknown
272	10	công_nghệ	rõ_ràng	0.8384440361997836	41	272	product_and_quality
273	10	công_nghệ	lạm_dụng	0.8384440361997836	41	273	product_and_quality
274	10	công_nghệ	công_nghệ	0.8384440361997836	41	274	product_and_quality
275	10	công_nghệ	không	0.8384440361997836	41	275	product_and_quality
276	10	công_nghệ	da	0.8384440361997836	41	276	product_and_quality
277	10	da	công_nghệ	5.695911240151224	42	277	beauty_treatment
278	10	da	không	5.695911240151224	42	278	beauty_treatment
279	10	da	da	5.695911240151224	42	279	beauty_treatment
280	10	da	đẹp	5.695911240151224	42	280	beauty_treatment
281	10	da	tí	5.695911240151224	42	281	beauty_treatment
282	10	đẹp	không	5.695911240151224	43	282	unknown
283	10	đẹp	da	5.695911240151224	43	283	unknown
284	10	đẹp	đẹp	5.695911240151224	43	284	unknown
285	10	đẹp	tí	5.695911240151224	43	285	unknown
286	11	điều_trị	điều_trị	0.8384440361997836	44	286	healthcare
287	11	điều_trị	không	0.8384440361997836	44	287	healthcare
288	11	điều_trị	đồn	0.8384440361997836	44	288	healthcare
289	11	không	điều_trị	1.6359508090775332	45	289	unknown
290	11	không	không	1.6359508090775332	45	290	unknown
291	11	không	đồn	1.6359508090775332	45	291	unknown
292	11	không	bác_sĩ	1.6359508090775332	45	292	unknown
293	11	không	đạo_tạo	1.6359508090775332	45	293	unknown
294	11	không	quần_què	1.6359508090775332	45	294	unknown
295	11	không	không	1.6359508090775332	45	295	unknown
296	11	không	chỗ	1.6359508090775332	45	296	unknown
297	11	không	sống	1.6359508090775332	45	297	unknown
298	11	bác_sĩ	không	0.8384440361997836	46	298	healthcare
299	11	bác_sĩ	đồn	0.8384440361997836	46	299	healthcare
300	11	bác_sĩ	bác_sĩ	0.8384440361997836	46	300	healthcare
301	11	bác_sĩ	yêu	0.8384440361997836	46	301	healthcare
302	11	bác_sĩ	đề_xuất	0.8384440361997836	46	302	healthcare
303	11	kết_quả	trình	-4.529454946813325	47	303	product_and_quality
304	11	kết_quả	cố_gắng	-4.529454946813325	47	304	product_and_quality
305	11	kết_quả	kết_quả	-4.529454946813325	47	305	product_and_quality
306	11	kết_quả	tệ	-4.529454946813325	47	306	product_and_quality
307	11	kết_quả	tư_vấn_viên	-4.529454946813325	47	307	product_and_quality
308	11	chỗ	quần_què	0.7975067728777496	48	308	unknown
309	11	chỗ	không	0.7975067728777496	48	309	unknown
310	11	chỗ	chỗ	0.7975067728777496	48	310	unknown
311	11	chỗ	sống	0.7975067728777496	48	311	unknown
312	14	không	giới_thiệu	0.5162548729746783	49	312	unknown
313	14	không	review	0.5162548729746783	49	313	unknown
314	14	không	không	0.5162548729746783	49	314	unknown
315	14	không	đầu_tư	0.5162548729746783	49	315	unknown
316	14	không	seeding	0.5162548729746783	49	316	unknown
317	15	tư_vấn	tư_vấn	0.0	50	317	customer_service
318	15	tư_vấn	thuật_ngữ	0.0	50	318	customer_service
319	15	tư_vấn	chuyên_ngành	0.0	50	319	customer_service
320	15	chỗ	nhiều_quá	3.185875198419509	51	320	unknown
321	15	chỗ	tào_lao	3.185875198419509	51	321	unknown
322	15	chỗ	chỗ	3.185875198419509	51	322	unknown
323	16	tư_vấn	tư_vấn	0.0	52	323	customer_service
324	16	tư_vấn	kiểu	0.0	52	324	customer_service
325	16	tư_vấn	múa	0.0	52	325	customer_service
326	16	kiểu	tư_vấn	0.0	53	326	unknown
327	16	kiểu	kiểu	0.0	53	327	unknown
328	16	kiểu	múa	0.0	53	328	unknown
329	16	kiểu	múa	0.0	53	329	unknown
330	16	không	trình	-3.626715234578672	54	330	unknown
331	16	không	chả	-3.626715234578672	54	331	unknown
332	16	không	không	-3.626715234578672	54	332	unknown
333	16	không	mùi	-3.626715234578672	54	333	unknown
334	16	không	lùa_gà	-3.626715234578672	54	334	unknown
335	17	không	kì_thiệc	4.17769709574624	55	335	unknown
336	17	không	đầu	4.17769709574624	55	336	unknown
337	17	không	không	4.17769709574624	55	337	unknown
338	17	không	hiếu_khách	4.17769709574624	55	338	unknown
339	17	không	làm_việc	4.17769709574624	55	339	unknown
340	17	không	con_người	4.17769709574624	55	340	unknown
341	17	không	nhân_viên	4.17769709574624	55	341	unknown
342	17	không	không	4.17769709574624	55	342	unknown
343	17	không	mẹ_thiên_hạ	4.17769709574624	55	343	unknown
344	17	nhân_viên	nhăn_cái_mặt	-0.2929599957831938	56	344	customer_service
345	17	nhân_viên	con_người	-0.2929599957831938	56	345	customer_service
346	17	nhân_viên	nhân_viên	-0.2929599957831938	56	346	customer_service
347	17	nhân_viên	không	-0.2929599957831938	56	347	customer_service
348	17	nhân_viên	mẹ_thiên_hạ	-0.2929599957831938	56	348	customer_service
349	18	tư_vấn	tư_vấn	-4.465159270778456	57	349	customer_service
350	18	tư_vấn	chả	-4.465159270778456	57	350	customer_service
351	18	tư_vấn	mác	-4.465159270778456	57	351	customer_service
352	18	bác_sĩ	chả	-2.687788045392393	58	352	healthcare
353	18	bác_sĩ	mác	-2.687788045392393	58	353	healthcare
354	18	bác_sĩ	bác_sĩ	-2.687788045392393	58	354	healthcare
355	18	bác_sĩ	lừa	-2.687788045392393	58	355	healthcare
356	18	bác_sĩ	tiền	-2.687788045392393	58	356	healthcare
357	18	bệnh_viện	t	0.0	59	357	healthcare
358	18	bệnh_viện	đi	0.0	59	358	healthcare
359	18	bệnh_viện	bệnh_viện	0.0	59	359	healthcare
360	18	bệnh_viện	da_liễu	0.0	59	360	healthcare
361	19	cảm_giác	cảm_giác	-0.0715061971307955	60	361	unknown
362	19	cảm_giác	diều_dưỡng	-0.0715061971307955	60	362	unknown
363	19	cảm_giác	tay_nghề	-0.0715061971307955	60	363	unknown
364	19	cảm_giác	meso	-0.0715061971307955	60	364	unknown
365	19	cảm_giác	xong	-0.0715061971307955	60	365	unknown
366	19	cảm_giác	cảm_giác	-0.0715061971307955	60	366	unknown
367	19	cảm_giác	chả_khác	-0.0715061971307955	60	367	unknown
368	19	cảm_giác	tiền	-0.0715061971307955	60	368	unknown
369	19	tay_nghề	cảm_giác	0.0	61	369	management_and_operations
370	19	tay_nghề	diều_dưỡng	0.0	61	370	management_and_operations
371	19	tay_nghề	tay_nghề	0.0	61	371	management_and_operations
372	19	tay_nghề	chăm_sóc	0.0	61	372	management_and_operations
373	19	tay_nghề	da	0.0	61	373	management_and_operations
374	19	da	tay_nghề	-1.2941031205535447	62	374	beauty_treatment
375	19	da	chăm_sóc	-1.2941031205535447	62	375	beauty_treatment
376	19	da	da	-1.2941031205535447	62	376	beauty_treatment
377	19	da	đi	-1.2941031205535447	62	377	beauty_treatment
378	19	da	hành_xác	-1.2941031205535447	62	378	beauty_treatment
379	19	meso	hành_xác	-1.2941031205535447	63	379	beauty_treatment
380	19	meso	tiêm	-1.2941031205535447	63	380	beauty_treatment
381	19	meso	meso	-1.2941031205535447	63	381	beauty_treatment
382	19	meso	xong	-1.2941031205535447	63	382	beauty_treatment
383	19	meso	cảm_giác	-1.2941031205535447	63	383	beauty_treatment
384	20	dịch_vụ	đống	-0.0715061971307955	64	384	customer_service
385	20	dịch_vụ	tiền	-0.0715061971307955	64	385	customer_service
386	20	dịch_vụ	dịch_vụ	-0.0715061971307955	64	386	customer_service
387	20	dịch_vụ	xong	-0.0715061971307955	64	387	customer_service
388	20	dịch_vụ	cung_cấp	-0.0715061971307955	64	388	customer_service
389	20	giá	cung_cấp	-2.3099749229552047	65	389	pricing
390	20	giá	tương_tự	-2.3099749229552047	65	390	pricing
391	20	giá	giá	-2.3099749229552047	65	391	pricing
392	20	giá	rẻ	-2.3099749229552047	65	392	pricing
393	20	giá	đi	-2.3099749229552047	65	393	pricing
394	20	chỗ	đi	0.0	66	394	unknown
395	20	chỗ	hai	0.0	66	395	unknown
396	20	chỗ	chỗ	0.0	66	396	unknown
397	20	chỗ	kiến_thức	0.0	66	397	unknown
398	20	chỗ	kinh_nghiệm	0.0	66	398	unknown
399	20	kiến_thức	hai	0.0	67	399	unknown
400	20	kiến_thức	chỗ	0.0	67	400	unknown
401	20	kiến_thức	kiến_thức	0.0	67	401	unknown
402	20	kiến_thức	kinh_nghiệm	0.0	67	402	unknown
403	20	kiến_thức	trải_nghiệm	0.0	67	403	unknown
404	20	kinh_nghiệm	chỗ	0.0	68	404	management_and_operations
405	20	kinh_nghiệm	kiến_thức	0.0	68	405	management_and_operations
406	20	kinh_nghiệm	kinh_nghiệm	0.0	68	406	management_and_operations
407	20	kinh_nghiệm	trải_nghiệm	0.0	68	407	management_and_operations
408	20	trải_nghiệm	kiến_thức	0.0	69	408	customer_service
409	20	trải_nghiệm	kinh_nghiệm	0.0	69	409	customer_service
410	20	trải_nghiệm	trải_nghiệm	0.0	69	410	customer_service
411	21	da	đề	0.8384440361997836	70	411	beauty_treatment
412	21	da	chăm_sóc	0.8384440361997836	70	412	beauty_treatment
413	21	da	da	0.8384440361997836	70	413	beauty_treatment
414	21	da	không	0.8384440361997836	70	414	beauty_treatment
415	21	da	dâu	0.8384440361997836	70	415	beauty_treatment
416	21	không	chăm_sóc	0.8384440361997836	71	416	unknown
417	21	không	da	0.8384440361997836	71	417	unknown
418	21	không	không	0.8384440361997836	71	418	unknown
419	21	không	dâu	0.8384440361997836	71	419	unknown
420	21	không	mặt	0.8384440361997836	71	420	unknown
421	21	mặt	không	-2.598148136100102	72	421	unknown
422	21	mặt	dâu	-2.598148136100102	72	422	unknown
423	21	mặt	mặt	-2.598148136100102	72	423	unknown
424	21	mặt	khó_chịu	-2.598148136100102	72	424	unknown
425	21	mặt	ta	-2.598148136100102	72	425	unknown
426	22	phòng_khám	xăm	0.0	73	426	healthcare
427	22	phòng_khám	xong	0.0	73	427	healthcare
428	22	phòng_khám	phòng_khám	0.0	73	428	healthcare
429	22	phòng_khám	tặng	0.0	73	429	healthcare
430	22	phòng_khám	cục	0.0	73	430	healthcare
431	22	sẹo	tặng	0.0016535264144934	74	431	beauty_treatment
432	22	sẹo	cục	0.0016535264144934	74	432	beauty_treatment
433	22	sẹo	sẹo	0.0016535264144934	74	433	beauty_treatment
434	22	sẹo	vãi_nồi	0.0016535264144934	74	434	beauty_treatment
435	22	sẹo	thiệt	0.0016535264144934	74	435	beauty_treatment
436	23	tư_vấn	gửi	0.0	75	436	customer_service
437	23	tư_vấn	ảnh	0.0	75	437	customer_service
438	23	tư_vấn	tư_vấn	0.0	75	438	customer_service
